Date,Open,High,Low,Close
1695582000,1589.26057696219,1589.87585431564,1585.25154491498,1585.26125901224
1695585600,1585.26125901224,1586.13422860056,1585.26080893279,1586.13422860056
1695589200,1586.13422860056,1586.20151338343,1586.13422860056,1586.20129044135
1695592800,1586.20129044135,1586.20129044135,1586.1549596957,1586.15719936978
1695596400,1586.15719936978,1586.16692638531,1576.07703309373,1576.95608006002
1695600000,1576.95608006002,1576.96151111276,1568.18423256912,1574.42885230737
1695603600,1574.42885230737,1582.07596716202,1574.96798996597,1580.44008963221
1695607200,1580.44008963221,1580.25226440607,1579.98365549543,1579.98365549543
1695610800,1579.98365549543,1580.06864043646,1579.98365549543,1580.01004859754
1695614400,1580.01004859754,1580.01004862099,1579.97407993705,1579.98210242268
1695618000,1579.98210242268,1580.03979751121,1579.17208610848,1579.17208610848
1695621600,1579.17208610848,1579.17222961898,1577.03274546678,1577.05897661079
1695625200,1577.05897661079,1577.0763558795,1577.0573495196,1577.0763558795
1695628800,1577.0763558795,1577.9332697862,1577.0763558795,1577.93020910507
1695632400,1577.93020910507,1578.51417764334,1577.93020910507,1577.99312011609
1695636000,1577.99312011609,1577.99312011609,1577.67372969887,1577.68279889378
1695639600,1577.68279889378,1577.68416047858,1570.30042348122,1570.31807668495
1695643200,1570.31807668495,1570.31807668495,1569.07021501953,1569.14845106776
1695646800,1569.14845106776,1572.15486142356,1569.13747739123,1572.15486142356
1695650400,1572.15486142356,1572.23779164466,1572.15486142356,1572.23779164466
1695654000,1572.23779164466,1584.44163319792,1572.23779164466,1584.4371864198
1695657600,1584.4371864198,1591.49994274616,1584.4371864198,1591.49070104225
1695661200,1591.49070104225,1591.49070104225,1591.02990766667,1591.02990766667
1695664800,1591.02990766667,1591.03033854826,1591.005611113,1591.00614306039
1695668400,1591.00614306039,1591.0253856744,1590.99882408362,1591.0253856744
1695672000,1591.0253856744,1591.36283026038,1590.85581110591,1590.85581110591
1695675600,1590.85581110591,1590.49461674332,1586.47406752811,1586.47406752811
1695679200,1586.47406752811,1586.47406752811,1586.31948588205,1586.31948588205
1695682800,1586.31948588205,1586.31948588205,1586.26828789955,1586.27017025726
1695686400,1586.27017025726,1586.29573244858,1586.26631379142,1586.29573244858
1695690000,1586.29573244858,1586.8402482834,1586.29573244858,1586.8402482834
1695693600,1586.8402482834,1587.89107666889,1586.85464161381,1587.85305777519
1695697200,1587.85305777519,1589.49256389074,1587.85305777519,1589.49256389074
1695700800,1589.49256389074,1589.70455351613,1589.586220071,1589.70443983778
1695704400,1589.70443983778,1590.09010694857,1589.69989610235,1589.78303870399
1695708000,1589.78303870399,1589.92274647393,1589.82472862793,1589.90477964854
1695711600,1589.90477964854,1590.55485775758,1589.88066892453,1590.55485775758
1695715200,1590.55485775758,1590.55485775758,1589.8927262687,1589.8927262687
1695718800,1589.8927262687,1593.95654009377,1589.8927262687,1593.95654009377
1695722400,1593.95654009377,1593.95654009377,1588.29568432329,1588.29568432329
1695726000,1588.29568432329,1589.46581602948,1588.26812216787,1588.26835923531
1695729600,1588.26835923531,1588.83041681115,1588.26804030731,1588.82977303441
1695733200,1588.82977303441,1588.83991769451,1586.13179156593,1586.13179156593
1695736800,1586.13179156593,1586.52994549899,1585.98543996261,1585.98543996261
1695740400,1585.98543996261,1585.98543996261,1585.04984742481,1585.04984742481
1695744000,1585.04984742481,1587.37897439328,1584.95859878734,1587.37897439328
1695747600,1587.37897439328,1587.57139275618,1587.24266417584,1587.24755912824
1695751200,1587.24755912824,1587.45724871083,1587.15740876372,1587.15875351128
1695754800,1587.15875351128,1587.23675173106,1586.95706721528,1587.14683431912
1695758400,1587.14683431912,1587.22431384661,1587.11619712497,1587.18988059834
1695762000,1587.18988059834,1587.20172507279,1587.02832920819,1587.18524011638
1695765600,1587.18524011638,1587.21490141785,1586.98784258024,1587.20967433276
1695769200,1587.20967433276,1590.16338049736,1587.20618578747,1590.16244219149
1695772800,1590.16244219149,1592.10711511181,1590.16244219149,1592.08398026056
1695776400,1592.08398026056,1592.4849014558,1592.07197798106,1592.4849014558
1695780000,1592.4849014558,1592.4849014558,1592.07945674078,1592.07945674078
1695783600,1592.07945674078,1592.40992074688,1592.07260772028,1592.40992074688
1695787200,1592.40992074688,1592.40992074688,1592.37843806229,1592.38100964299
1695790800,1592.38100964299,1592.85913595891,1592.37206033464,1592.38536100531
